Date,9:30 Open,9:30 Close,9:45 Close,10:30 Close,Market Close,Gap %,Gap Bucket,Direction,VWAP Pos,Rev Prob,Cell Count,Trade,Entry,Exit_945,Price Chg_945,Price Chg %_945,Result_945,Exit_1030,Price Chg_1030,Price Chg %_1030,Result_1030,Exit_Close,Price Chg_Close,Price Chg %_Close,Result_Close
2025-04-07,$489.19,$483.87,$495.69,$499.99,$504.55,-3.23%,Large,Bear,Below VWAP,0.47,55,SKIP,$483.87,$495.69,$+11.82,+2.44%,N/A,$499.99,$+16.12,+3.33%,N/A,$504.55,$+20.69,+4.27%,N/A
2025-04-08,$521.86,$519.68,$522.59,$521.55,$496.74,2.42%,Large,Bear,Above VWAP,0.56,16,SKIP,$519.68,$522.59,$+2.91,+0.56%,N/A,$521.55,$+1.87,+0.36%,N/A,$496.74,$-22.94,-4.41%,N/A
2025-04-09,$493.44,$497.59,$499.85,$497.66,$543.37,0.59%,Large,Bull,Above VWAP,0.42,48,SKIP,$497.59,$499.85,$+2.26,+0.45%,N/A,$497.66,$+0.07,+0.01%,N/A,$543.37,$+45.78,+9.20%,N/A
2025-04-10,$532.17,$530.11,$529.00,$529.97,$524.70,-2.52%,Large,Bear,Below VWAP,0.47,55,SKIP,$530.11,$529.00,$-1.11,-0.21%,N/A,$529.97,$-0.14,-0.03%,N/A,$524.70,$-5.41,-1.02%,N/A
2025-04-11,$523.01,$525.57,$526.40,$525.30,$533.98,0.17%,Small,Bull,Above VWAP,0.48,99,SKIP,$525.57,$526.40,$+0.83,+0.16%,N/A,$525.30,$-0.27,-0.05%,N/A,$533.98,$+8.41,+1.60%,N/A
2025-04-14,$544.05,$540.72,$540.47,$542.35,$538.97,1.83%,Large,Bear,Below VWAP,0.47,55,SKIP,$540.72,$540.47,$-0.25,-0.05%,N/A,$542.35,$+1.63,+0.30%,N/A,$538.97,$-1.75,-0.32%,N/A
2025-04-15,$539.67,$541.78,$541.48,$541.64,$537.72,0.52%,Large,Bull,Above VWAP,0.42,48,SKIP,$541.78,$541.48,$-0.30,-0.05%,N/A,$541.64,$-0.14,-0.03%,N/A,$537.72,$-4.06,-0.75%,N/A
2025-04-16,$531.68,$532.53,$529.92,$532.74,$525.73,-0.36%,Medium,Bull,Below VWAP,0.00,4,SKIP,$532.53,$529.92,$-2.61,-0.49%,N/A,$532.74,$+0.21,+0.04%,N/A,$525.73,$-6.80,-1.28%,N/A
2025-04-17,$527.64,$527.49,$528.74,$525.75,$526.39,0.32%,Medium,Bear,Below VWAP,0.59,85,CALL,$527.49,$528.74,$+1.25,+0.24%,WIN,$525.75,$-1.74,-0.33%,LOSS,$526.39,$-1.10,-0.21%,LOSS
2025-04-21,$521.16,$519.52,$517.56,$515.36,$513.98,-1.13%,Large,Bear,Below VWAP,0.47,55,SKIP,$519.52,$517.56,$-1.96,-0.38%,N/A,$515.36,$-4.16,-0.80%,N/A,$513.98,$-5.54,-1.07%,N/A
2025-04-22,$520.14,$521.42,$521.89,$523.90,$526.94,0.79%,Large,Bull,Above VWAP,0.42,48,SKIP,$521.42,$521.89,$+0.47,+0.09%,N/A,$523.90,$+2.48,+0.48%,N/A,$526.94,$+5.52,+1.06%,N/A
2025-04-23,$540.43,$542.75,$543.56,$544.35,$535.41,0.70%,Large,Bull,Above VWAP,0.42,48,SKIP,$542.75,$543.56,$+0.81,+0.15%,N/A,$544.35,$+1.60,+0.30%,N/A,$535.41,$-7.34,-1.35%,N/A
2025-04-24,$536.72,$537.78,$539.48,$542.04,$546.54,0.00%,Small,Bull,Above VWAP,0.48,99,SKIP,$537.78,$539.48,$+1.70,+0.32%,N/A,$542.04,$+4.26,+0.79%,N/A,$546.54,$+8.76,+1.63%,N/A
2025-04-25,$546.65,$546.42,$544.88,$546.78,$550.52,-0.31%,Medium,Bear,Below VWAP,0.59,85,CALL,$546.42,$544.88,$-1.54,-0.28%,LOSS,$546.78,$+0.36,+0.07%,WIN,$550.52,$+4.10,+0.75%,WIN
2025-04-28,$551.39,$553.11,$550.29,$551.50,$550.94,0.03%,Small,Bull,Above VWAP,0.48,99,SKIP,$553.11,$550.29,$-2.82,-0.51%,N/A,$551.50,$-1.61,-0.29%,N/A,$550.94,$-2.17,-0.39%,N/A
2025-04-29,$548.91,$550.25,$550.62,$551.53,$554.14,-0.40%,Medium,Bull,Above VWAP,0.46,71,SKIP,$550.25,$550.62,$+0.37,+0.07%,N/A,$551.53,$+1.27,+0.23%,N/A,$554.14,$+3.88,+0.71%,N/A
2025-04-30,$547.57,$543.57,$541.94,$546.90,$554.35,-0.98%,Large,Bear,Below VWAP,0.47,55,SKIP,$543.57,$541.94,$-1.63,-0.30%,N/A,$546.90,$+3.33,+0.61%,N/A,$554.35,$+10.78,+1.98%,N/A
2025-05-01,$560.37,$559.98,$558.85,$562.21,$558.46,0.20%,Small,Bear,Below VWAP,0.53,79,SKIP,$559.98,$558.85,$-1.13,-0.20%,N/A,$562.21,$+2.23,+0.40%,N/A,$558.46,$-1.52,-0.27%,N/A
2025-05-02,$564.73,$564.71,$563.62,$565.09,$566.62,1.36%,Large,Bear,Above VWAP,0.56,16,SKIP,$564.71,$563.62,$-1.09,-0.19%,N/A,$565.09,$+0.38,+0.07%,N/A,$566.62,$+1.91,+0.34%,N/A
2025-05-05,$562.57,$562.53,$562.99,$564.47,$563.53,-0.75%,Large,Bear,Below VWAP,0.47,55,SKIP,$562.53,$562.99,$+0.46,+0.08%,N/A,$564.47,$+1.94,+0.34%,N/A,$563.53,$+1.00,+0.18%,N/A
2025-05-06,$557.93,$559.18,$557.40,$560.68,$558.80,-0.87%,Large,Bull,Above VWAP,0.42,48,SKIP,$559.18,$557.40,$-1.78,-0.32%,N/A,$560.68,$+1.50,+0.27%,N/A,$558.80,$-0.38,-0.07%,N/A
2025-05-07,$560.15,$561.01,$561.46,$561.70,$561.23,-0.58%,Large,Bull,Above VWAP,0.42,48,SKIP,$561.01,$561.46,$+0.45,+0.08%,N/A,$561.70,$+0.69,+0.12%,N/A,$561.23,$+0.22,+0.04%,N/A
2025-05-08,$565.24,$564.82,$564.13,$563.94,$564.92,0.75%,Large,Bear,Below VWAP,0.47,55,SKIP,$564.82,$564.13,$-0.69,-0.12%,N/A,$563.94,$-0.88,-0.15%,N/A,$564.92,$+0.10,+0.02%,N/A
2025-05-09,$566.48,$566.21,$567.00,$564.14,$564.29,0.38%,Medium,Bear,Below VWAP,0.59,85,CALL,$566.21,$567.00,$+0.79,+0.14%,WIN,$564.14,$-2.07,-0.37%,LOSS,$564.29,$-1.92,-0.34%,LOSS
2025-05-12,$581.47,$578.83,$578.79,$579.32,$582.84,2.92%,Large,Bear,Below VWAP,0.47,55,SKIP,$578.83,$578.79,$-0.04,-0.01%,N/A,$579.32,$+0.49,+0.08%,N/A,$582.84,$+4.01,+0.69%,N/A
2025-05-13,$583.41,$584.39,$585.28,$586.16,$586.81,0.22%,Medium,Bull,Above VWAP,0.46,71,SKIP,$584.39,$585.28,$+0.89,+0.15%,N/A,$586.16,$+1.77,+0.30%,N/A,$586.81,$+2.42,+0.41%,N/A
2025-05-14,$587.81,$587.78,$587.53,$587.01,$587.56,0.09%,Small,Bear,Below VWAP,0.53,79,SKIP,$587.78,$587.53,$-0.25,-0.04%,N/A,$587.01,$-0.77,-0.13%,N/A,$587.56,$-0.22,-0.04%,N/A
2025-05-15,$585.56,$586.23,$586.14,$586.00,$590.41,-0.10%,Small,Bull,Above VWAP,0.48,99,SKIP,$586.23,$586.14,$-0.09,-0.02%,N/A,$586.00,$-0.24,-0.04%,N/A,$590.41,$+4.18,+0.71%,N/A
2025-05-16,$591.25,$590.31,$591.36,$589.44,$594.29,0.18%,Small,Bear,Below VWAP,0.53,79,SKIP,$590.31,$591.36,$+1.05,+0.18%,N/A,$589.44,$-0.87,-0.15%,N/A,$594.29,$+3.98,+0.67%,N/A
2025-05-19,$588.10,$590.48,$591.24,$592.53,$594.94,-0.03%,Small,Bull,Above VWAP,0.48,99,SKIP,$590.48,$591.24,$+0.76,+0.13%,N/A,$592.53,$+2.05,+0.35%,N/A,$594.94,$+4.46,+0.76%,N/A
2025-05-20,$593.09,$593.00,$592.84,$593.93,$592.83,-0.41%,Medium,Bear,Below VWAP,0.59,85,CALL,$593.00,$592.84,$-0.16,-0.03%,LOSS,$593.93,$+0.93,+0.16%,WIN,$592.83,$-0.17,-0.03%,LOSS
2025-05-21,$588.44,$589.78,$589.84,$589.33,$582.96,-0.66%,Large,Bull,Above VWAP,0.42,48,SKIP,$589.78,$589.84,$+0.06,+0.01%,N/A,$589.33,$-0.45,-0.08%,N/A,$582.96,$-6.82,-1.16%,N/A
2025-05-22,$582.66,$582.49,$584.18,$582.30,$583.03,-0.08%,Small,Bear,Below VWAP,0.53,79,SKIP,$582.49,$584.18,$+1.69,+0.29%,N/A,$582.30,$-0.19,-0.03%,N/A,$583.03,$+0.54,+0.09%,N/A
2025-05-23,$575.98,$577.17,$576.77,$578.44,$579.16,-1.22%,Large,Bull,Above VWAP,0.42,48,SKIP,$577.17,$576.77,$-0.40,-0.07%,N/A,$578.44,$+1.27,+0.22%,N/A,$579.16,$+1.99,+0.34%,N/A
2025-05-27,$586.07,$585.60,$586.13,$588.08,$591.06,1.22%,Large,Bear,Below VWAP,0.47,55,SKIP,$585.60,$586.13,$+0.53,+0.09%,N/A,$588.08,$+2.48,+0.42%,N/A,$591.06,$+5.46,+0.93%,N/A
2025-05-28,$591.56,$592.43,$590.79,$589.86,$587.71,0.04%,Small,Bull,Above VWAP,0.48,99,SKIP,$592.43,$590.79,$-1.65,-0.28%,N/A,$589.86,$-2.57,-0.43%,N/A,$587.71,$-4.72,-0.80%,N/A
2025-05-29,$593.06,$591.03,$591.23,$589.74,$590.00,-0.59%,Large,Bear,Below VWAP,0.47,55,SKIP,$591.03,$591.23,$+0.20,+0.03%,N/A,$589.74,$-1.29,-0.22%,N/A,$590.00,$-1.03,-0.17%,N/A
2025-05-30,$588.93,$587.75,$587.09,$589.10,$589.47,0.14%,Small,Bear,Below VWAP,0.53,79,SKIP,$587.75,$587.09,$-0.66,-0.11%,N/A,$589.10,$+1.35,+0.23%,N/A,$589.47,$+1.72,+0.29%,N/A
2025-06-02,$587.76,$589.26,$586.85,$588.57,$592.65,-0.11%,Small,Bull,Above VWAP,0.48,99,SKIP,$589.26,$586.85,$-2.41,-0.41%,N/A,$588.57,$-0.69,-0.12%,N/A,$592.65,$+3.39,+0.58%,N/A
2025-06-03,$592.34,$593.05,$592.39,$593.69,$596.11,0.15%,Small,Bull,Above VWAP,0.48,99,SKIP,$593.05,$592.39,$-0.65,-0.11%,N/A,$593.69,$+0.64,+0.11%,N/A,$596.11,$+3.06,+0.52%,N/A
2025-06-04,$596.96,$597.44,$597.57,$596.99,$595.90,0.11%,Small,Bull,Above VWAP,0.48,99,SKIP,$597.44,$597.57,$+0.12,+0.02%,N/A,$596.99,$-0.45,-0.08%,N/A,$595.90,$-1.54,-0.26%,N/A
2025-06-05,$597.63,$595.87,$594.29,$596.57,$593.00,0.36%,Medium,Bear,Below VWAP,0.59,85,CALL,$595.87,$594.29,$-1.58,-0.27%,LOSS,$596.57,$+0.70,+0.12%,WIN,$593.00,$-2.87,-0.48%,LOSS
2025-06-06,$598.66,$600.41,$600.30,$599.65,$599.03,0.98%,Large,Bull,Above VWAP,0.42,48,SKIP,$600.41,$600.30,$-0.11,-0.02%,N/A,$599.65,$-0.76,-0.13%,N/A,$599.03,$-1.38,-0.23%,N/A
2025-06-09,$599.72,$599.17,$598.89,$599.46,$599.56,-0.00%,Small,Bear,Below VWAP,0.53,79,SKIP,$599.17,$598.89,$-0.27,-0.05%,N/A,$599.46,$+0.29,+0.05%,N/A,$599.56,$+0.39,+0.07%,N/A
2025-06-10,$600.22,$600.51,$600.57,$601.54,$603.06,0.06%,Small,Bull,Above VWAP,0.48,99,SKIP,$600.51,$600.57,$+0.06,+0.01%,N/A,$601.54,$+1.03,+0.17%,N/A,$603.06,$+2.55,+0.42%,N/A
2025-06-11,$604.19,$603.20,$603.65,$604.75,$601.40,0.25%,Medium,Bear,Below VWAP,0.59,85,CALL,$603.20,$603.65,$+0.45,+0.07%,WIN,$604.75,$+1.55,+0.26%,WIN,$601.40,$-1.80,-0.30%,LOSS
2025-06-12,$600.01,$600.70,$600.77,$602.95,$603.72,-0.08%,Small,Bull,Above VWAP,0.48,99,SKIP,$600.70,$600.77,$+0.07,+0.01%,N/A,$602.95,$+2.25,+0.37%,N/A,$603.72,$+3.02,+0.50%,N/A
2025-06-13,$598.50,$599.68,$598.15,$597.97,$596.95,-0.28%,Medium,Bull,Above VWAP,0.46,71,SKIP,$599.68,$598.15,$-1.53,-0.26%,N/A,$597.97,$-1.71,-0.29%,N/A,$596.95,$-2.73,-0.46%,N/A
2025-06-16,$600.40,$601.36,$603.05,$604.20,$602.71,0.49%,Medium,Bull,Above VWAP,0.46,71,SKIP,$601.36,$603.05,$+1.69,+0.28%,N/A,$604.20,$+2.84,+0.47%,N/A,$602.71,$+1.35,+0.22%,N/A
2025-06-17,$600.21,$599.99,$600.87,$600.61,$597.55,0.21%,Medium,Bear,Below VWAP,0.59,85,CALL,$599.99,$600.87,$+0.88,+0.15%,WIN,$600.61,$+0.62,+0.10%,WIN,$597.55,$-2.44,-0.41%,LOSS
2025-06-18,$598.44,$598.18,$599.12,$601.01,$597.46,0.38%,Medium,Bear,Above VWAP,0.50,14,SKIP,$598.18,$599.12,$+0.94,+0.16%,N/A,$601.01,$+2.84,+0.47%,N/A,$597.46,$-0.72,-0.12%,N/A
2025-06-20,$598.38,$599.34,$597.35,$595.28,$594.23,0.18%,Small,Bull,Above VWAP,0.48,99,SKIP,$599.34,$597.35,$-1.99,-0.33%,N/A,$595.28,$-4.06,-0.68%,N/A,$594.23,$-5.11,-0.85%,N/A
2025-06-23,$595.04,$595.47,$596.65,$597.45,$600.13,-0.05%,Small,Bull,Above VWAP,0.48,99,SKIP,$595.47,$596.65,$+1.18,+0.20%,N/A,$597.45,$+1.98,+0.33%,N/A,$600.13,$+4.66,+0.78%,N/A
2025-06-24,$604.33,$604.97,$604.05,$605.24,$606.77,0.16%,Small,Bull,Above VWAP,0.48,99,SKIP,$604.97,$604.05,$-0.92,-0.15%,N/A,$605.24,$+0.27,+0.04%,N/A,$606.77,$+1.80,+0.30%,N/A
2025-06-25,$607.91,$608.29,$608.16,$608.14,$607.08,0.15%,Small,Bull,Above VWAP,0.48,99,SKIP,$608.29,$608.16,$-0.13,-0.02%,N/A,$608.14,$-0.15,-0.02%,N/A,$607.08,$-1.21,-0.20%,N/A
2025-06-26,$608.99,$609.27,$609.12,$610.01,$611.89,0.31%,Medium,Bull,Above VWAP,0.46,71,SKIP,$609.27,$609.12,$-0.15,-0.02%,N/A,$610.01,$+0.74,+0.12%,N/A,$611.89,$+2.62,+0.43%,N/A
2025-06-27,$612.88,$613.64,$614.36,$615.38,$614.86,0.13%,Small,Bull,Above VWAP,0.48,99,SKIP,$613.64,$614.36,$+0.72,+0.12%,N/A,$615.38,$+1.74,+0.28%,N/A,$614.86,$+1.22,+0.20%,N/A
2025-06-30,$617.38,$616.39,$616.43,$615.91,$617.88,0.64%,Large,Bear,Below VWAP,0.47,55,SKIP,$616.39,$616.43,$+0.04,+0.01%,N/A,$615.91,$-0.48,-0.08%,N/A,$617.88,$+1.49,+0.24%,N/A
2025-07-01,$616.36,$616.62,$617.27,$616.64,$617.56,-0.22%,Medium,Bull,Above VWAP,0.46,71,SKIP,$616.62,$617.27,$+0.65,+0.11%,N/A,$616.64,$+0.02,+0.00%,N/A,$617.56,$+0.94,+0.15%,N/A
2025-07-02,$617.24,$617.13,$617.31,$618.35,$620.38,-0.11%,Small,Bear,Below VWAP,0.53,79,SKIP,$617.13,$617.31,$+0.17,+0.03%,N/A,$618.35,$+1.22,+0.20%,N/A,$620.38,$+3.25,+0.53%,N/A
2025-07-03,$622.45,$623.46,$624.07,$625.38,$624.90,0.29%,Medium,Bull,Above VWAP,0.46,71,SKIP,$623.46,$624.07,$+0.61,+0.10%,N/A,$625.38,$+1.92,+0.31%,N/A,$624.90,$+1.44,+0.23%,N/A
2025-07-07,$623.36,$623.45,$623.65,$622.68,$620.78,-0.26%,Medium,Bull,Below VWAP,0.00,4,SKIP,$623.45,$623.65,$+0.20,+0.03%,N/A,$622.68,$-0.77,-0.12%,N/A,$620.78,$-2.67,-0.43%,N/A
2025-07-08,$621.35,$621.09,$620.66,$621.07,$620.31,0.22%,Medium,Bear,Below VWAP,0.59,85,CALL,$621.09,$620.66,$-0.43,-0.07%,LOSS,$621.07,$-0.01,-0.00%,LOSS,$620.31,$-0.78,-0.12%,LOSS
2025-07-09,$622.77,$624.06,$624.25,$622.05,$624.02,0.40%,Medium,Bull,Above VWAP,0.46,71,SKIP,$624.06,$624.25,$+0.19,+0.03%,N/A,$622.05,$-2.01,-0.32%,N/A,$624.02,$-0.04,-0.01%,N/A
2025-07-10,$624.20,$623.85,$623.39,$624.82,$625.84,0.08%,Small,Bear,Below VWAP,0.53,79,SKIP,$623.85,$623.39,$-0.45,-0.07%,N/A,$624.82,$+0.98,+0.16%,N/A,$625.84,$+2.00,+0.32%,N/A
2025-07-11,$622.74,$621.83,$623.23,$623.98,$623.61,-0.57%,Large,Bear,Below VWAP,0.47,55,SKIP,$621.83,$623.23,$+1.40,+0.23%,N/A,$623.98,$+2.15,+0.35%,N/A,$623.61,$+1.78,+0.29%,N/A
2025-07-14,$623.16,$621.94,$622.67,$622.98,$624.74,0.02%,Small,Bear,Below VWAP,0.53,79,SKIP,$621.94,$622.67,$+0.73,+0.12%,N/A,$622.98,$+1.04,+0.17%,N/A,$624.74,$+2.80,+0.45%,N/A
2025-07-15,$627.52,$626.35,$625.65,$624.91,$622.12,0.54%,Large,Bear,Below VWAP,0.47,55,SKIP,$626.35,$625.65,$-0.70,-0.11%,N/A,$624.91,$-1.43,-0.23%,N/A,$622.12,$-4.23,-0.67%,N/A
2025-07-16,$623.74,$623.15,$622.11,$622.45,$624.18,0.43%,Medium,Bear,Below VWAP,0.59,85,CALL,$623.15,$622.11,$-1.04,-0.17%,LOSS,$622.45,$-0.70,-0.11%,LOSS,$624.18,$+1.03,+0.17%,WIN
2025-07-17,$624.40,$625.58,$625.78,$625.45,$627.98,0.20%,Small,Bull,Above VWAP,0.48,99,SKIP,$625.58,$625.78,$+0.20,+0.03%,N/A,$625.45,$-0.12,-0.02%,N/A,$627.98,$+2.40,+0.38%,N/A
2025-07-18,$629.30,$628.60,$628.64,$627.47,$627.58,0.09%,Small,Bear,Below VWAP,0.53,79,SKIP,$628.60,$628.64,$+0.04,+0.01%,N/A,$627.47,$-1.13,-0.18%,N/A,$627.58,$-1.02,-0.16%,N/A
2025-07-21,$628.77,$629.46,$630.57,$631.02,$628.75,0.14%,Small,Bull,Above VWAP,0.48,99,SKIP,$629.46,$630.57,$+1.11,+0.18%,N/A,$631.02,$+1.56,+0.25%,N/A,$628.75,$-0.71,-0.11%,N/A
2025-07-22,$629.10,$628.97,$626.88,$627.72,$628.83,0.01%,Small,Bear,Above VWAP,0.54,13,SKIP,$628.97,$626.88,$-2.09,-0.33%,N/A,$627.72,$-1.25,-0.20%,N/A,$628.83,$-0.14,-0.02%,N/A
2025-07-23,$631.55,$630.76,$630.00,$630.35,$634.16,0.16%,Small,Bear,Below VWAP,0.53,79,SKIP,$630.76,$630.00,$-0.76,-0.12%,N/A,$630.35,$-0.41,-0.07%,N/A,$634.16,$+3.40,+0.54%,N/A
2025-07-24,$634.60,$634.58,$635.07,$635.17,$634.43,-0.01%,Small,Bear,Above VWAP,0.54,13,SKIP,$634.58,$635.07,$+0.49,+0.08%,N/A,$635.17,$+0.59,+0.09%,N/A,$634.43,$-0.15,-0.02%,N/A
2025-07-25,$635.09,$635.30,$635.24,$635.96,$637.03,-0.06%,Small,Bull,Above VWAP,0.48,99,SKIP,$635.30,$635.24,$-0.06,-0.01%,N/A,$635.96,$+0.66,+0.10%,N/A,$637.03,$+1.73,+0.27%,N/A
2025-07-28,$637.48,$637.34,$637.45,$637.83,$636.92,0.00%,Small,Bear,Below VWAP,0.53,79,SKIP,$637.34,$637.45,$+0.11,+0.02%,N/A,$637.83,$+0.49,+0.08%,N/A,$636.92,$-0.42,-0.07%,N/A
2025-07-29,$638.35,$638.05,$637.93,$637.20,$635.24,0.15%,Small,Bear,Below VWAP,0.53,79,SKIP,$638.05,$637.93,$-0.12,-0.02%,N/A,$637.20,$-0.85,-0.13%,N/A,$635.24,$-2.81,-0.44%,N/A
2025-07-30,$635.92,$636.02,$635.74,$636.49,$634.49,0.08%,Small,Bull,Above VWAP,0.48,99,SKIP,$636.02,$635.74,$-0.28,-0.04%,N/A,$636.49,$+0.47,+0.07%,N/A,$634.49,$-1.53,-0.24%,N/A
2025-07-31,$639.46,$638.13,$639.34,$638.43,$631.97,0.08%,Small,Bear,Below VWAP,0.53,79,SKIP,$638.13,$639.34,$+1.21,+0.19%,N/A,$638.43,$+0.29,+0.05%,N/A,$631.97,$-6.16,-0.97%,N/A
2025-08-01,$626.30,$622.28,$621.48,$622.41,$621.71,-0.76%,Large,Bear,Below VWAP,0.47,55,SKIP,$622.28,$621.48,$-0.80,-0.13%,N/A,$622.41,$+0.13,+0.02%,N/A,$621.71,$-0.57,-0.09%,N/A
2025-08-04,$625.67,$627.77,$629.01,$628.70,$631.09,0.71%,Large,Bull,Above VWAP,0.42,48,SKIP,$627.77,$629.01,$+1.24,+0.20%,N/A,$628.70,$+0.93,+0.15%,N/A,$631.09,$+3.32,+0.53%,N/A
2025-08-05,$631.79,$631.95,$631.90,$627.82,$628.00,0.00%,Small,Bull,Above VWAP,0.48,99,SKIP,$631.95,$631.90,$-0.05,-0.01%,N/A,$627.82,$-4.13,-0.65%,N/A,$628.00,$-3.95,-0.63%,N/A
2025-08-06,$629.05,$629.07,$628.93,$630.08,$632.67,0.29%,Medium,Bull,Above VWAP,0.46,71,SKIP,$629.07,$628.93,$-0.14,-0.02%,N/A,$630.08,$+1.01,+0.16%,N/A,$632.67,$+3.60,+0.57%,N/A
2025-08-07,$636.24,$636.20,$636.48,$634.00,$632.30,0.42%,Medium,Bear,Below VWAP,0.59,85,CALL,$636.20,$636.48,$+0.28,+0.04%,WIN,$634.00,$-2.20,-0.35%,LOSS,$632.30,$-3.90,-0.61%,LOSS
2025-08-08,$634.06,$634.64,$635.85,$636.50,$637.14,0.12%,Small,Bull,Above VWAP,0.48,99,SKIP,$634.64,$635.85,$+1.21,+0.19%,N/A,$636.50,$+1.86,+0.29%,N/A,$637.14,$+2.50,+0.39%,N/A
2025-08-11,$637.46,$637.59,$637.69,$637.26,$635.83,-0.18%,Small,Bull,Above VWAP,0.48,99,SKIP,$637.59,$637.69,$+0.10,+0.02%,N/A,$637.26,$-0.33,-0.05%,N/A,$635.83,$-1.76,-0.28%,N/A
2025-08-12,$638.29,$638.17,$637.34,$639.39,$642.64,0.40%,Medium,Bear,Below VWAP,0.59,85,CALL,$638.17,$637.34,$-0.83,-0.13%,LOSS,$639.39,$+1.22,+0.19%,WIN,$642.64,$+4.47,+0.70%,WIN
2025-08-13,$644.91,$645.53,$645.62,$644.25,$644.88,0.29%,Medium,Bull,Above VWAP,0.46,71,SKIP,$645.53,$645.62,$+0.09,+0.01%,N/A,$644.25,$-1.28,-0.20%,N/A,$644.88,$-0.65,-0.10%,N/A
2025-08-14,$642.79,$643.37,$644.02,$644.84,$644.94,-0.30%,Medium,Bull,Above VWAP,0.46,71,SKIP,$643.37,$644.02,$+0.65,+0.10%,N/A,$644.84,$+1.47,+0.23%,N/A,$644.94,$+1.57,+0.24%,N/A
2025-08-15,$645.99,$645.20,$644.10,$643.86,$643.44,0.13%,Small,Bear,Below VWAP,0.53,79,SKIP,$645.20,$644.10,$-1.10,-0.17%,N/A,$643.86,$-1.34,-0.21%,N/A,$643.44,$-1.76,-0.27%,N/A
2025-08-18,$642.86,$643.20,$642.73,$643.07,$643.27,-0.06%,Small,Bull,Above VWAP,0.48,99,SKIP,$643.20,$642.73,$-0.47,-0.07%,N/A,$643.07,$-0.13,-0.02%,N/A,$643.27,$+0.07,+0.01%,N/A
2025-08-19,$643.12,$642.83,$642.87,$642.28,$639.77,-0.07%,Small,Bear,Above VWAP,0.54,13,SKIP,$642.83,$642.87,$+0.04,+0.01%,N/A,$642.28,$-0.55,-0.09%,N/A,$639.77,$-3.06,-0.48%,N/A
2025-08-20,$639.40,$638.17,$635.39,$633.53,$638.06,0.03%,Small,Bear,Below VWAP,0.53,79,SKIP,$638.17,$635.39,$-2.78,-0.44%,N/A,$633.53,$-4.63,-0.73%,N/A,$638.06,$-0.11,-0.02%,N/A
2025-08-21,$636.28,$635.95,$635.13,$636.81,$635.58,-0.24%,Medium,Bear,Below VWAP,0.59,85,CALL,$635.95,$635.13,$-0.82,-0.13%,LOSS,$636.81,$+0.86,+0.14%,WIN,$635.58,$-0.37,-0.06%,LOSS
2025-08-22,$637.76,$639.41,$638.41,$645.53,$645.27,0.19%,Small,Bull,Above VWAP,0.48,99,SKIP,$639.41,$638.41,$-1.00,-0.16%,N/A,$645.53,$+6.12,+0.96%,N/A,$645.27,$+5.86,+0.92%,N/A
2025-08-25,$644.04,$644.12,$644.34,$643.96,$642.47,-0.23%,Medium,Bull,Above VWAP,0.46,71,SKIP,$644.12,$644.34,$+0.22,+0.03%,N/A,$643.96,$-0.16,-0.03%,N/A,$642.47,$-1.65,-0.26%,N/A
2025-08-26,$642.20,$642.74,$642.55,$642.90,$645.13,-0.13%,Small,Bull,Above VWAP,0.48,99,SKIP,$642.74,$642.55,$-0.19,-0.03%,N/A,$642.90,$+0.16,+0.03%,N/A,$645.13,$+2.39,+0.37%,N/A
2025-08-27,$644.57,$645.36,$645.35,$646.10,$646.62,-0.18%,Small,Bull,Above VWAP,0.48,99,SKIP,$645.36,$645.35,$-0.01,-0.00%,N/A,$646.10,$+0.73,+0.11%,N/A,$646.62,$+1.26,+0.20%,N/A
2025-08-28,$647.24,$647.19,$645.94,$646.81,$648.89,0.38%,Medium,Bear,Below VWAP,0.59,85,CALL,$647.19,$645.94,$-1.25,-0.19%,LOSS,$646.81,$-0.38,-0.06%,LOSS,$648.89,$+1.70,+0.26%,WIN
2025-08-29,$647.47,$647.01,$645.51,$644.20,$645.04,-0.18%,Small,Bear,Below VWAP,0.53,79,SKIP,$647.01,$645.51,$-1.50,-0.23%,N/A,$644.20,$-2.80,-0.43%,N/A,$645.04,$-1.97,-0.30%,N/A
2025-09-02,$637.50,$637.10,$639.07,$638.11,$640.33,-1.16%,Large,Bear,Below VWAP,0.47,55,SKIP,$637.10,$639.07,$+1.98,+0.31%,N/A,$638.11,$+1.01,+0.16%,N/A,$640.33,$+3.24,+0.51%,N/A
2025-09-03,$642.67,$643.00,$641.94,$643.69,$643.64,0.23%,Medium,Bull,Above VWAP,0.46,71,SKIP,$643.00,$641.94,$-1.06,-0.16%,N/A,$643.69,$+0.69,+0.11%,N/A,$643.64,$+0.64,+0.10%,N/A
2025-09-04,$644.42,$645.05,$644.85,$645.35,$648.99,0.16%,Small,Bull,Above VWAP,0.48,99,SKIP,$645.05,$644.85,$-0.20,-0.03%,N/A,$645.35,$+0.30,+0.05%,N/A,$648.99,$+3.94,+0.61%,N/A
2025-09-05,$651.48,$652.06,$651.07,$645.19,$647.21,0.31%,Medium,Bull,Above VWAP,0.46,71,SKIP,$652.06,$651.07,$-0.99,-0.15%,N/A,$645.19,$-6.87,-1.05%,N/A,$647.21,$-4.85,-0.74%,N/A
